File,Original GPOS Size,mode=one,Change one,mode=auto,Change auto,mode=max,Change max
BarlowCondensed-ExtraBold.ttf,14.74,13.21,-10.38%,13.38,-9.21%,16.31,10.64%
BarlowCondensed-ExtraBoldItalic.ttf,14.81,13.27,-10.40%,13.46,-9.16%,16.55,11.73%
BarlowCondensed-ExtraLight.ttf,14.73,13.18,-10.54%,13.35,-9.37%,16.21,10.04%
BarlowCondensed-ExtraLightItalic.ttf,14.80,13.24,-10.53%,13.43,-9.29%,16.44,11.06%
BarlowCondensed-Italic.ttf,14.83,13.27,-10.55%,13.45,-9.31%,16.54,11.54%
BarlowCondensed-Light.ttf,14.74,13.20,-10.42%,13.38,-9.25%,16.28,10.44%
BarlowCondensed-LightItalic.ttf,14.83,13.28,-10.43%,13.46,-9.20%,16.52,11.41%
BarlowCondensed-Medium.ttf,14.68,13.16,-10.34%,13.33,-9.17%,16.27,10.82%
BarlowCondensed-MediumItalic.ttf,14.79,13.23,-10.58%,13.41,-9.34%,16.50,11.57%
BarlowCondensed-Regular.ttf,14.75,13.20,-10.53%,13.37,-9.36%,16.30,10.53%
BarlowCondensed-SemiBold.ttf,14.70,13.17,-10.40%,13.35,-9.23%,16.29,10.81%
BarlowCondensed-SemiBoldItalic.ttf,14.69,13.14,-10.49%,13.33,-9.24%,16.45,11.98%
BarlowCondensed-Thin.ttf,14.58,13.03,-10.69%,13.16,-9.76%,15.79,8.29%
BarlowCondensed-ThinItalic.ttf,14.64,13.10,-10.52%,13.24,-9.60%,16.02,9.42%
BarlowSemiCondensed-Black.ttf,14.92,13.33,-10.64%,13.62,-8.74%,16.47,10.42%
BarlowSemiCondensed-BlackItalic.ttf,14.98,13.39,-10.64%,13.69,-8.63%,16.79,12.02%
BarlowSemiCondensed-Bold.ttf,16.19,14.50,-10.40%,14.76,-8.83%,18.88,16.62%
BarlowSemiCondensed-BoldItalic.ttf,16.30,14.57,-10.58%,14.84,-8.92%,19.21,17.91%
BarlowSemiCondensed-ExtraBold.ttf,16.30,14.57,-10.65%,14.82,-9.09%,18.86,15.69%
BarlowSemiCondensed-ExtraBoldItalic.ttf,16.38,14.63,-10.71%,14.90,-9.05%,19.19,17.16%
BarlowSemiCondensed-ExtraLight.ttf,16.23,14.49,-10.70%,14.73,-9.22%,18.76,15.58%
BarlowSemiCondensed-ExtraLightItalic.ttf,16.31,14.56,-10.75%,14.82,-9.17%,19.08,16.98%
BarlowSemiCondensed-Italic.ttf,16.32,14.57,-10.74%,14.84,-9.08%,19.22,17.74%
BarlowSemiCondensed-Light.ttf,16.20,14.49,-10.57%,14.80,-8.62%,18.84,16.26%
BarlowSemiCondensed-LightItalic.ttf,16.29,14.54,-10.76%,14.88,-8.71%,19.16,17.57%
BarlowSemiCondensed-Medium.ttf,16.22,14.51,-10.56%,14.77,-8.99%,18.91,16.53%
BarlowSemiCondensed-MediumItalic.ttf,16.30,14.57,-10.62%,14.84,-8.95%,19.23,18.00%
BarlowSemiCondensed-Regular.ttf,16.24,14.49,-10.73%,14.75,-9.17%,18.88,16.25%
BarlowSemiCondensed-SemiBold.ttf,16.28,14.54,-10.67%,14.86,-8.72%,18.99,16.68%
BarlowSemiCondensed-SemiBoldItalic.ttf,16.38,14.63,-10.71%,14.96,-8.67%,19.35,18.11%
BarlowSemiCondensed-Thin.ttf,16.13,14.40,-10.73%,14.68,-9.00%,18.16,12.57%
BarlowSemiCondensed-ThinItalic.ttf,16.22,14.47,-10.78%,14.77,-8.95%,18.46,13.84%
Barriecito-Regular.ttf,19.49,18.37,-5.79%,18.02,-7.56%,22.03,13.01%
Barrio-Regular.ttf,1.21,1.11,-7.78%,1.11,-7.78%,1.11,-7.78%
Baskervville-Italic.ttf,9.66,9.66,0.00%,9.51,-1.58%,10.84,12.19%
Baskervville-Regular.ttf,12.36,12.36,0.00%,12.02,-2.73%,13.57,9.78%
Battambang-Bold.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Battambang-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Bayon-Regular.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
BebasNeue-Regular.ttf,9.00,8.53,-5.19%,9.02,0.22%,11.95,32.75%
Belgrano-Regular.ttf,6.16,6.15,-0.19%,6.15,-0.19%,6.15,-0.19%
Bellefair-Regular.ttf,5.19,5.06,-2.45%,5.05,-2.75%,5.76,10.87%
Belleza-Regular.ttf,2.55,1.73,-32.21%,1.73,-32.21%,1.81,-28.99%
Bellota-Bold.ttf,34.02,30.18,-11.30%,33.53,-1.46%,61.97,82.15%
Bellota-BoldItalic.ttf,34.05,30.17,-11.40%,33.51,-1.57%,61.96,81.99%
Bellota-Italic.ttf,33.79,30.06,-11.03%,33.41,-1.13%,61.86,83.06%
Bellota-Light.ttf,33.93,30.21,-10.95%,33.56,-1.09%,62.32,83.67%
Bellota-LightItalic.ttf,33.91,30.20,-10.96%,33.54,-1.09%,62.30,83.71%
Bellota-Regular.ttf,33.80,30.07,-11.03%,33.42,-1.13%,61.87,83.03%
BellotaText-Bold.ttf,33.87,30.05,-11.27%,33.33,-1.61%,61.28,80.91%
BellotaText-BoldItalic.ttf,33.84,29.99,-11.38%,33.27,-1.68%,61.33,81.24%
BellotaText-Italic.ttf,33.65,29.96,-10.97%,33.24,-1.22%,61.30,82.16%
BellotaText-Light.ttf,33.79,30.10,-10.91%,33.37,-1.23%,61.63,82.42%
BellotaText-LightItalic.ttf,33.79,30.10,-10.93%,33.38,-1.21%,61.75,82.75%
BellotaText-Regular.ttf,33.65,29.96,-10.97%,33.23,-1.25%,61.18,81.79%
BenchNine-Bold.ttf,3.46,3.33,-3.50%,3.47,0.34%,4.78,38.33%
BenchNine-Light.ttf,2.54,2.53,-0.31%,2.34,-7.86%,3.04,20.03%
BenchNine-Regular.ttf,3.18,3.12,-1.66%,3.17,-0.25%,4.44,39.79%
Benne-Regular.ttf,10.10,10.10,0.00%,10.10,0.00%,10.10,0.00%
Bentham-Regular.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
BerkshireSwash-Regular.ttf,8.89,7.42,-16.51%,8.33,-6.22%,13.34,50.13%
BethEllen-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Bevan-Regular.ttf,8.10,7.83,-3.33%,7.83,-3.33%,7.83,-3.33%
BeVietnam-Bold.ttf,11.66,11.54,-1.01%,11.54,-1.01%,16.92,45.08%
BeVietnam-BoldItalic.ttf,11.58,11.46,-1.01%,11.46,-1.01%,17.46,50.80%
BeVietnam-ExtraBold.ttf,11.64,11.52,-1.01%,11.52,-1.01%,16.89,45.17%
BeVietnam-ExtraBoldItalic.ttf,11.54,11.42,-1.02%,11.42,-1.02%,17.42,50.98%
BeVietnam-Italic.ttf,11.67,11.55,-1.00%,11.55,-1.00%,17.55,50.39%
BeVietnam-Light.ttf,11.66,11.54,-1.01%,11.54,-1.01%,16.92,45.08%
BeVietnam-LightItalic.ttf,11.69,11.57,-1.00%,11.57,-1.00%,17.57,50.32%
BeVietnam-Medium.ttf,11.69,11.57,-1.00%,11.57,-1.00%,16.95,44.96%
BeVietnam-MediumItalic.ttf,11.64,11.52,-1.01%,11.52,-1.01%,17.52,50.52%
BeVietnam-Regular.ttf,11.58,11.46,-1.01%,11.46,-1.01%,16.83,45.39%
BeVietnam-SemiBold.ttf,11.67,11.55,-1.00%,11.55,-1.00%,16.92,45.05%
BeVietnam-SemiBoldItalic.ttf,11.52,11.40,-1.02%,11.40,-1.02%,17.40,51.06%
BeVietnam-Thin.ttf,11.23,11.12,-1.04%,11.12,-1.04%,13.80,22.86%
BeVietnam-ThinItalic.ttf,11.28,11.17,-1.04%,11.17,-1.04%,14.31,26.81%
Bhavuka-Regular.ttf,6.25,6.17,-1.28%,6.44,3.09%,9.99,59.78%
BigelowRules-Regular.ttf,16.42,16.18,-1.50%,15.78,-3.91%,20.29,23.56%
BigshotOne-Regular.ttf,5.41,5.39,-0.22%,5.39,-0.22%,5.39,-0.22%
BigShouldersDisplay-Black.ttf,18.37,18.37,0.00%,21.14,15.07%,44.80,143.90%
BigShouldersDisplay-Bold.ttf,18.63,18.63,0.00%,21.03,12.93%,47.09,152.83%
BigShouldersDisplay-ExtraBold.ttf,18.66,18.66,0.00%,21.07,12.91%,47.13,152.54%
BigShouldersDisplay-Light.ttf,18.45,18.45,0.00%,22.36,21.17%,45.59,147.07%
BigShouldersDisplay-Medium.ttf,18.64,18.64,0.00%,21.04,12.92%,47.10,152.74%
BigShouldersDisplay-Regular.ttf,18.65,18.65,0.00%,21.06,12.91%,47.11,152.64%
BigShouldersDisplay-SemiBold.ttf,18.65,18.65,0.00%,21.06,12.91%,47.12,152.59%
BigShouldersDisplay-Thin.ttf,16.43,16.43,0.00%,20.08,22.24%,35.55,116.36%
BigShouldersInlineDisplay-Black.ttf,18.60,18.60,0.00%,21.16,13.77%,46.22,148.51%
BigShouldersInlineDisplay-Bold.ttf,18.91,18.91,0.00%,20.97,10.89%,48.10,154.31%
BigShouldersInlineDisplay-ExtraBold.ttf,18.95,18.95,0.00%,21.01,10.86%,48.13,154.03%
BigShouldersInlineDisplay-Light.ttf,18.47,18.47,0.00%,20.68,11.97%,46.61,152.29%
BigShouldersInlineDisplay-Medium.ttf,18.94,18.94,0.00%,20.99,10.87%,48.12,154.12%
BigShouldersInlineDisplay-Regular.ttf,18.96,18.96,0.00%,21.02,10.86%,48.14,153.93%
BigShouldersInlineDisplay-SemiBold.ttf,18.97,18.97,0.00%,21.03,10.85%,48.15,153.84%
BigShouldersInlineDisplay-Thin.ttf,16.42,16.42,0.00%,19.57,19.18%,36.65,123.17%
BigShouldersInlineText-Black.ttf,18.62,18.62,0.00%,20.73,11.33%,45.40,143.77%
BigShouldersInlineText-Bold.ttf,18.98,18.98,0.00%,21.79,14.85%,46.91,147.18%
BigShouldersInlineText-ExtraBold.ttf,18.94,18.94,0.00%,21.75,14.88%,46.87,147.50%
BigShouldersInlineText-Light.ttf,18.48,18.48,0.00%,21.26,15.07%,45.85,148.11%
BigShouldersInlineText-Medium.ttf,18.94,18.94,0.00%,21.75,14.88%,46.87,147.50%
BigShouldersInlineText-Regular.ttf,18.98,18.98,0.00%,21.80,14.85%,46.91,147.13%
BigShouldersInlineText-SemiBold.ttf,18.96,18.96,0.00%,21.78,14.87%,46.89,147.32%
BigShouldersInlineText-Thin.ttf,16.87,16.87,0.00%,19.55,15.91%,38.33,127.20%
BigShouldersStencilDisplay-Black.ttf,18.57,18.57,0.00%,23.91,28.74%,46.51,150.38%
BigShouldersStencilDisplay-Bold.ttf,18.96,18.96,0.00%,22.88,20.68%,48.45,155.52%
BigShouldersStencilDisplay-ExtraBold.ttf,19.00,19.00,0.00%,22.92,20.64%,48.49,155.23%
BigShouldersStencilDisplay-Light.ttf,18.78,18.78,0.00%,21.98,17.06%,46.99,150.27%
BigShouldersStencilDisplay-Medium.ttf,18.95,18.95,0.00%,22.87,20.69%,48.44,155.61%
BigShouldersStencilDisplay-Regular.ttf,18.93,18.93,0.00%,22.86,20.71%,48.42,155.76%
BigShouldersStencilDisplay-SemiBold.ttf,19.00,19.00,0.00%,22.93,20.64%,48.49,155.18%
BigShouldersStencilDisplay-Thin.ttf,16.59,16.59,0.00%,19.84,19.61%,36.40,119.41%
BigShouldersStencilText-Black.ttf,18.41,18.41,0.00%,21.52,16.89%,45.16,145.32%
BigShouldersStencilText-Bold.ttf,18.87,18.87,0.00%,22.18,17.56%,46.64,147.22%
BigShouldersStencilText-ExtraBold.ttf,18.86,18.86,0.00%,22.17,17.56%,46.63,147.27%
BigShouldersStencilText-Light.ttf,18.71,18.71,0.00%,21.15,13.05%,45.99,145.82%
BigShouldersStencilText-Medium.ttf,18.87,18.87,0.00%,22.18,17.56%,46.64,147.22%
BigShouldersStencilText-Regular.ttf,18.91,18.91,0.00%,22.22,17.52%,46.69,146.86%
BigShouldersStencilText-SemiBold.ttf,18.87,18.87,0.00%,22.18,17.56%,46.64,147.22%
BigShouldersStencilText-Thin.ttf,17.19,17.19,0.00%,20.15,17.21%,38.56,124.32%
BigShouldersText-Black.ttf,18.31,18.31,0.00%,23.02,25.72%,44.50,143.03%
BigShouldersText-Bold.ttf,18.67,18.67,0.00%,22.27,19.27%,46.42,148.62%
BigShouldersText-ExtraBold.ttf,18.65,18.65,0.00%,22.25,19.29%,46.40,148.76%
BigShouldersText-Light.ttf,18.54,18.54,0.00%,22.36,20.57%,45.05,142.97%
BigShouldersText-Medium.ttf,18.68,18.68,0.00%,22.28,19.26%,46.43,148.57%
BigShouldersText-Regular.ttf,18.71,18.71,0.00%,22.31,19.23%,46.46,148.29%
BigShouldersText-SemiBold.ttf,18.68,18.68,0.00%,22.28,19.26%,46.43,148.57%
BigShouldersText-Thin.ttf,16.75,16.75,0.00%,19.20,14.63%,37.41,123.32%
Bilbo-Regular.ttf,12.06,12.06,0.00%,12.06,0.00%,12.15,0.76%
BilboSwashCaps-Regular.ttf,1.11,1.10,-1.06%,1.10,-1.06%,1.10,-1.06%
BioRhyme-Bold.ttf,19.30,17.33,-10.20%,17.69,-8.36%,31.09,61.08%
BioRhyme-ExtraBold.ttf,16.41,15.03,-8.39%,16.45,0.24%,26.76,63.06%
BioRhyme-ExtraLight.ttf,16.60,15.46,-6.83%,16.08,-3.11%,26.34,58.70%
BioRhyme-Light.ttf,19.30,17.33,-10.23%,17.69,-8.39%,31.09,61.03%
BioRhyme-Regular.ttf,19.29,17.32,-10.20%,17.68,-8.36%,31.08,61.10%
BioRhymeExpanded-Bold.ttf,18.90,16.93,-10.40%,17.49,-7.45%,30.81,63.02%
BioRhymeExpanded-ExtraBold.ttf,17.90,15.99,-10.67%,16.87,-5.77%,28.16,57.29%
BioRhymeExpanded-ExtraLight.ttf,15.05,14.55,-3.30%,15.19,0.93%,26.51,76.18%
BioRhymeExpanded-Light.ttf,18.88,16.92,-10.41%,17.47,-7.46%,30.81,63.20%
BioRhymeExpanded-Regular.ttf,18.90,16.93,-10.43%,17.48,-7.48%,30.83,63.16%
Biryani-Black.ttf,5.83,5.83,0.00%,5.83,0.00%,5.83,0.00%
Biryani-Bold.ttf,6.00,6.00,0.00%,6.00,0.00%,6.00,0.00%
Biryani-ExtraBold.ttf,5.98,5.98,0.00%,5.98,0.00%,5.98,0.00%
Biryani-ExtraLight.ttf,5.52,5.52,0.00%,5.52,0.00%,5.52,0.00%
Biryani-Light.ttf,5.96,5.96,0.00%,5.96,0.00%,5.96,0.00%
Biryani-Regular.ttf,5.93,5.93,0.00%,5.93,0.00%,5.93,0.00%
Biryani-SemiBold.ttf,6.01,6.01,0.00%,6.01,0.00%,6.01,0.00%
Bitter-Italic[wght].ttf,89.50,85.88,-4.04%,95.10,6.25%,140.28,56.74%
Bitter[wght].ttf,92.30,90.05,-2.45%,90.79,-1.64%,128.41,39.12%
BlackOpsOne-Regular.ttf,0.34,0.34,0.00%,0.34,0.00%,0.34,0.00%
Blinker-Black.ttf,25.82,25.81,-0.02%,20.75,-19.61%,26.32,1.94%
Blinker-Bold.ttf,21.59,21.58,-0.05%,15.00,-30.52%,19.56,-9.42%
Blinker-ExtraBold.ttf,27.47,27.47,-0.02%,22.85,-16.83%,29.46,7.24%
Blinker-ExtraLight.ttf,22.25,22.24,-0.03%,14.60,-34.40%,20.06,-9.82%
Blinker-Light.ttf,22.22,22.22,-0.03%,14.57,-34.44%,20.04,-9.83%
Blinker-Regular.ttf,21.45,21.43,-0.08%,13.48,-37.17%,18.53,-13.62%
Blinker-SemiBold.ttf,27.63,27.62,-0.02%,22.87,-17.21%,29.66,7.38%
Blinker-Thin.ttf,20.70,20.70,-0.03%,12.82,-38.08%,17.21,-16.87%
"BodoniModa-Italic[opsz,wght].ttf",4.09,4.09,0.00%,4.09,0.00%,4.09,0.00%
"BodoniModa[opsz,wght].ttf",4.09,4.09,0.00%,4.09,0.00%,4.09,0.00%
Bokor-Regular.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
BonaNova-Bold.ttf,37.93,37.91,-0.05%,42.44,11.88%,56.53,49.02%
BonaNova-Italic.ttf,38.17,38.17,0.00%,44.73,17.18%,62.68,64.19%
BonaNova-Regular.ttf,38.80,38.79,-0.05%,41.89,7.96%,57.01,46.91%
Boogaloo-Regular.ttf,2.33,2.33,0.00%,2.33,0.00%,2.33,0.00%
BowlbyOne-Regular.ttf,0.85,0.85,0.00%,0.85,0.00%,0.85,0.00%
BowlbyOneSC-Regular.ttf,0.80,0.80,0.00%,0.80,0.00%,0.80,0.00%
Brawler-Regular.ttf,17.29,13.81,-20.12%,13.81,-20.12%,14.54,-15.90%
BreeSerif-Regular.ttf,3.63,3.62,-0.32%,3.62,-0.32%,3.62,-0.32%
BrunoAce-Regular.ttf,12.84,12.84,0.00%,12.33,-3.98%,15.49,20.64%
BrunoAceSC-Regular.ttf,12.39,12.39,0.00%,11.25,-9.22%,14.33,15.67%
Brygada1918-Italic[wght].ttf,27.67,27.67,0.00%,30.34,9.66%,45.87,65.77%
Brygada1918[wght].ttf,26.10,26.10,0.00%,28.09,7.63%,44.11,69.01%
BubblegumSans-Regular.ttf,3.52,3.50,-0.33%,3.50,-0.33%,3.50,-0.33%
BubblerOne-Regular.ttf,10.07,10.07,0.00%,8.84,-12.20%,12.45,23.71%
Buda-Light.ttf,21.77,13.04,-40.08%,12.98,-40.36%,14.52,-33.32%
Buenard-Bold.ttf,0.08,0.08,0.00%,0.08,0.00%,0.08,0.00%
Buenard-Regular.ttf,0.08,0.08,0.00%,0.08,0.00%,0.08,0.00%
Bungee-Regular.ttf,14.32,14.15,-1.19%,12.48,-12.89%,18.48,28.99%
BungeeHairline-Regular.ttf,19.63,19.46,-0.87%,17.90,-8.82%,23.54,19.90%
BungeeInline-Regular.ttf,19.63,19.46,-0.87%,17.85,-9.09%,23.54,19.90%
BungeeOutline-Regular.ttf,19.63,19.46,-0.87%,17.75,-9.57%,23.54,19.90%
BungeeShade-Regular.ttf,14.32,14.15,-1.19%,12.54,-12.46%,18.48,28.99%
ButchermanCaps-Regular.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
"Cabin-Italic[wdth,wght].ttf",35.72,35.73,0.02%,35.90,0.50%,40.93,14.57%
"Cabin[wdth,wght].ttf",52.45,52.44,-0.02%,52.35,-0.19%,58.47,11.49%
CabinCondensed-Bold.ttf,22.91,22.19,-3.15%,22.68,-1.01%,33.84,47.69%
CabinCondensed-Medium.ttf,22.94,22.19,-3.27%,22.68,-1.13%,33.83,47.51%
CabinCondensed-Regular.ttf,23.02,22.28,-3.23%,22.77,-1.10%,33.93,47.35%
CabinCondensed-SemiBold.ttf,22.89,22.16,-3.22%,22.65,-1.08%,33.80,47.65%
CabinSketch-Bold.ttf,14.98,14.72,-1.72%,12.89,-13.97%,18.15,21.14%
CabinSketch-Regular.ttf,14.98,14.72,-1.72%,12.89,-13.97%,18.15,21.14%
CabinVFBeta-Italic.ttf,93.79,93.75,-0.04%,93.64,-0.16%,99.13,5.69%
CabinVFBeta.ttf,155.49,155.20,-0.19%,155.10,-0.25%,161.38,3.79%
Cagliostro-Regular.ttf,2.24,2.23,-0.52%,2.23,-0.52%,2.23,-0.52%
Cairo-Black.ttf,39.03,29.82,-23.60%,31.38,-19.62%,40.78,4.47%
Cairo-Bold.ttf,33.74,25.92,-23.18%,26.82,-20.51%,33.55,-0.57%
Cairo-ExtraLight.ttf,38.91,29.79,-23.44%,31.29,-19.57%,40.25,3.45%
Cairo-Light.ttf,38.97,29.83,-23.46%,31.39,-19.46%,40.25,3.28%
Cairo-Regular.ttf,38.09,29.20,-23.34%,30.38,-20.24%,39.20,2.91%
Cairo-SemiBold.ttf,38.86,29.68,-23.62%,31.24,-19.61%,40.11,3.20%
Caladea-Bold.ttf,13.83,11.42,-17.40%,10.68,-22.74%,14.56,5.32%
Caladea-BoldItalic.ttf,13.84,10.97,-20.74%,10.37,-25.10%,13.68,-1.14%
Caladea-Italic.ttf,15.44,10.68,-30.81%,10.34,-32.99%,13.93,-9.78%
Caladea-Regular.ttf,13.04,10.91,-16.33%,10.26,-21.32%,13.45,3.13%
Calistoga-Regular.ttf,16.16,15.32,-5.18%,12.84,-20.56%,14.66,-9.29%
Cambay-Bold.ttf,5.11,5.11,0.00%,5.11,0.00%,5.11,0.00%
Cambay-BoldItalic.ttf,5.30,5.30,0.00%,5.30,0.00%,5.30,0.00%
Cambay-Italic.ttf,5.01,5.01,0.00%,5.01,0.00%,5.01,0.00%
Cambay-Regular.ttf,5.01,5.01,0.00%,5.01,0.00%,5.01,0.00%
Cambo-Regular.ttf,0.89,0.88,-1.32%,0.88,-1.32%,0.88,-1.32%
Candal.ttf,2.45,2.44,-0.48%,2.44,-0.48%,2.44,-0.48%
CantoraOne-Regular.ttf,18.66,18.03,-3.39%,15.28,-18.14%,23.94,28.27%
Cardo-Bold.ttf,1.21,1.21,0.00%,1.21,0.00%,1.21,0.00%
Cardo-Italic.ttf,5.37,4.42,-17.66%,4.42,-17.66%,5.69,6.04%
Cardo-Regular.ttf,5.37,3.43,-36.17%,3.43,-36.17%,3.43,-36.17%
Carme-Regular.ttf,39.74,39.12,-1.57%,39.12,-1.57%,38.93,-2.05%
CarroisGothic-Regular.ttf,5.45,5.45,0.00%,5.45,0.00%,5.45,0.00%
CarroisGothicSC-Regular.ttf,6.05,6.05,0.00%,6.05,0.00%,6.05,0.00%
CarterOne.ttf,19.72,19.71,-0.04%,20.45,3.70%,25.29,28.24%
Castoro-Italic.ttf,13.27,13.27,0.00%,13.99,5.40%,18.94,42.71%
Castoro-Regular.ttf,13.13,13.13,0.00%,12.90,-1.70%,19.56,49.00%
Catamaran[wght].ttf,2.30,2.30,0.00%,2.30,0.00%,2.30,0.00%
Caudex-Bold.ttf,2.10,1.98,-5.66%,1.98,-5.66%,3.56,69.27%
Caudex-BoldItalic.ttf,2.00,1.88,-5.87%,1.88,-5.87%,3.49,74.49%
Caudex-Italic.ttf,2.17,2.05,-5.49%,2.05,-5.49%,3.71,70.59%
Caudex-Regular.ttf,2.14,2.03,-5.28%,2.03,-5.28%,3.65,70.40%
Caveat[wght].ttf,51.00,50.04,-1.89%,49.33,-3.27%,50.47,-1.05%
CaveatBrush-Regular.ttf,3.24,3.24,0.00%,3.24,0.00%,3.24,0.00%
CevicheOne-Regular.ttf,6.45,6.44,-0.18%,6.44,-0.18%,6.44,-0.18%
ChakraPetch-Bold.ttf,22.39,16.94,-24.34%,16.77,-25.09%,19.52,-12.81%
ChakraPetch-BoldItalic.ttf,22.76,17.19,-24.46%,17.02,-25.20%,19.77,-13.11%
ChakraPetch-ExtraLight.ttf,22.41,16.95,-24.38%,16.78,-25.13%,19.53,-12.86%
ChakraPetch-ExtraLightItalic.ttf,22.59,17.11,-24.27%,16.94,-25.01%,19.69,-12.84%
ChakraPetch-Italic.ttf,22.59,17.11,-24.24%,16.95,-24.99%,19.70,-12.81%
ChakraPetch-Light.ttf,22.48,17.03,-24.25%,16.86,-25.00%,19.61,-12.77%
ChakraPetch-LightItalic.ttf,22.61,17.13,-24.22%,16.96,-24.97%,19.71,-12.80%
ChakraPetch-Medium.ttf,22.42,16.99,-24.24%,16.82,-24.98%,19.57,-12.72%
ChakraPetch-MediumItalic.ttf,22.67,17.19,-24.20%,17.02,-24.94%,19.77,-12.81%
ChakraPetch-Regular.ttf,22.34,16.93,-24.23%,16.76,-24.98%,19.51,-12.67%
ChakraPetch-SemiBold.ttf,22.43,16.98,-24.30%,16.81,-25.05%,19.56,-12.79%
ChakraPetch-SemiBoldItalic.ttf,22.74,17.22,-24.26%,17.05,-25.00%,19.80,-12.90%
Changa[wght].ttf,15.04,15.04,0.00%,15.04,0.00%,14.90,-0.93%
ChangaOne-Italic.ttf,0.30,0.29,-3.85%,0.29,-3.85%,0.29,-3.85%
ChangaOne-Regular.ttf,0.76,0.76,0.00%,0.76,0.00%,0.80,5.38%
Charm-Bold.ttf,19.99,17.89,-10.51%,19.10,-4.45%,29.75,48.82%
Charm-Regular.ttf,19.56,17.64,-9.81%,18.85,-3.62%,29.50,50.82%
Charmonman-Bold.ttf,21.62,15.96,-26.17%,15.69,-27.44%,17.03,-21.22%
Charmonman-Regular.ttf,21.48,15.93,-25.82%,15.66,-27.10%,17.00,-20.84%
Chathura-Bold.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Chathura-ExtraBold.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Chathura-Light.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Chathura-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Chathura-Thin.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
ChauPhilomeneOne-Italic.ttf,0.70,0.70,0.00%,0.70,0.00%,0.70,0.00%
ChauPhilomeneOne-Regular.ttf,0.70,0.70,0.00%,0.70,0.00%,0.70,0.00%
ChelaOne-Regular.ttf,2.32,2.32,0.00%,2.32,0.00%,2.32,0.00%
Chenla.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
CherryBomb-Regular.ttf,7.32,7.15,-2.35%,6.60,-9.84%,10.44,42.57%
CherryBombOne-Regular.ttf,50.64,50.64,0.00%,49.36,-2.53%,57.48,13.51%
Chicle-Regular.ttf,3.37,3.36,-0.35%,3.36,-0.35%,3.36,-0.35%
Chilanka-Regular.ttf,1.62,1.62,0.00%,1.62,0.00%,1.67,3.26%
Chivo-Black.ttf,2.83,2.76,-2.35%,2.76,-2.35%,2.76,-2.35%
Chivo-BlackItalic.ttf,2.81,2.74,-2.50%,2.74,-2.50%,2.74,-2.50%
Chivo-Bold.ttf,1.93,1.20,-37.69%,1.20,-37.69%,1.20,-37.69%
Chivo-BoldItalic.ttf,1.92,1.20,-37.77%,1.20,-37.77%,1.20,-37.77%
Chivo-Italic.ttf,2.25,2.21,-1.99%,2.21,-1.99%,2.21,-1.99%
Chivo-Light.ttf,12.71,10.62,-16.40%,10.62,-16.40%,10.62,-16.40%
Chivo-LightItalic.ttf,5.53,5.49,-0.81%,5.49,-0.81%,5.49,-0.81%
Chivo-Regular.ttf,9.80,7.72,-21.23%,7.72,-21.23%,7.72,-21.23%
Chokokutai-Regular.ttf,8.18,8.18,0.00%,8.18,0.00%,8.18,0.00%
Chonburi-Regular.ttf,0.33,0.33,0.00%,0.33,0.00%,0.33,0.00%
Cinzel[wght].ttf,33.72,32.57,-3.42%,22.18,-34.23%,26.25,-22.17%
CinzelDecorative-Black.ttf,9.35,9.32,-0.25%,10.03,7.29%,22.21,137.61%
CinzelDecorative-Bold.ttf,9.99,9.97,-0.23%,12.18,21.89%,31.02,210.38%
CinzelDecorative-Regular.ttf,9.11,9.08,-0.26%,10.08,10.68%,25.05,175.10%
ClickerScript-Regular.ttf,10.24,8.63,-15.73%,8.11,-20.84%,17.84,74.18%
Coda-ExtraBold.ttf,2.25,2.16,-4.00%,2.22,-1.22%,3.72,65.51%
Coda-Regular.ttf,2.62,2.53,-3.58%,2.75,5.15%,5.12,95.45%
CodaCaption-ExtraBold.ttf,31.29,31.15,-0.44%,31.15,-0.44%,30.86,-1.38%
Coiny-Regular.ttf,5.33,5.26,-1.39%,5.26,-1.39%,5.26,-1.39%
Combo-Regular.ttf,1.18,1.11,-5.97%,1.11,-5.97%,1.11,-6.14%
Comfortaa[wght].ttf,35.70,35.70,0.00%,31.96,-10.49%,36.77,3.00%
ComicNeue-Bold.ttf,6.99,6.55,-6.34%,6.55,-6.34%,7.52,7.54%
ComicNeue-BoldItalic.ttf,6.13,5.55,-9.37%,5.79,-5.45%,7.15,16.77%
